Nom_usuel,Service_AI,Sous-servi,Equipe_AIO,Code_posta,Adresse_si,Commune_si,NOM_COMM,insee,Code_AIOT,latitude,longitude,result_lab,result_sco,result_s_1,result_typ,result_id,result_hou,result_nam,result_str,result_pos,result_cit,result_con,result_c_1,result_old,result_o_1,result_dis,result_sta,Distance,Statut_IED,Statut_Sev,nb_points,groupe_id,X,Y
EVERE,DREAL PACA,UD 13,PA'le DA(c)chet MatA(c)riau,"13270",Zone industrielle - lieu-dit Caban Sud - Route du Terminal MinA(c)ralier,FOS-SUR-MER,FOS-SUR-MER,"13039","6404837",43.472793000000003,4.891925000000000,Zone Industrielle la Feuillane 13270 Fos-sur-Mer,"0.3995999465240641","0.3842482171226831",street,13039_o4jpcb,,Zone Industrielle la Feuillane,Zone Industrielle la Feuillane,"13270",Fos-sur-Mer,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13039",,,,ok,6764.002861782229957,Oui,Non Seveso,"3","165",853133.224900788743980,6265578.964937807060778
FIGENAL (dans enceinte LYONDELL Fos),DREAL PACA,UD 13,PA'le Seveso,"13270",Site LYONDELL Route du Quai MinA(c)ralier,FOS-SUR-MER,FOS-SUR-MER,"13039","6401009",43.420116999999998,4.860218000000000,Route du Quai Mineralier 13270 Fos-sur-Mer,"0.43027575757575753",,locality,13039_7444,,Route du Quai Mineralier,,"13270",Fos-sur-Mer,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13039",,,,ok,1317.715506841539536,Oui,Non Seveso,"7","130",850705.247841100906953,6259664.550376168452203
FLUXEL SAS Fos  (Ex.GPMM),DREAL PACA,UD 13,PA'le Seveso,"13270",Terminal pA(c)trolier de Fos Carrefour du Cavaou,FOS-SUR-MER,FOS-SUR-MER,"13039","6401001",43.425973999999997,4.895061000000000,Le Cavaou 13270 Fos-sur-Mer,"0.2908973913043478",,street,13039_sho3aj,,Le Cavaou,Le Cavaou,"13270",Fos-sur-Mer,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13039",,,,ok,781.763485115620711,Non,Seveso seuil haut,"2","171",853511.887696386198513,6260382.516695489175618
ENGIE Thermique France,DREAL PACA,UD 13,PA'le Seveso,"13771",Centrale Cycofos Chez ARCELORMITTAL - RP 546,FOS-SUR-MER,FOS-SUR-MER,"13039","6405412",43.436096999999997,4.942117000000000,Rue FranASSois Sanchez 13270 Fos-sur-Mer,"0.29471569329660235","0.2710497839783978",street,13039_2769,,Rue FranASSois Sanchez,Rue FranASSois Sanchez,"13270",Fos-sur-Mer,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13039",,,,ok,6.131366328186964,Oui,Non Seveso,"1","210",857295.288773147389293,6261600.002673460170627
GEODIS CL RHONE-ALPES,DREAL PACA,UD 13,PA'le Chronique Risque,"13270",Lieu-dit de La Feuillane,FOS-SUR-MER,FOS-SUR-MER,"13039","6412827",43.474918000000002,4.892329000000000,Lotissement de la Feuillane 13270 Fos-sur-Mer,"0.4572599533799534","0.4448234231200897",street,13039_A564,,Lotissement de la Feuillane,Lotissement de la Feuillane,"13270",Fos-sur-Mer,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13039",,,,ok,140.695517874350713,Non,Seveso seuil bas,"1","168",853160.258743811049499,6265815.874833715148270
HARSCO METALS,DREAL PACA,UD 13,PA'le Seveso,"13771",Site d'ArcelorMittal MA(c)diterranA(c)e BP10018,FOS-SUR-MER,FOS-SUR-MER,"13039","6401036",43.458827999999997,4.926091000000000,Allee des Rainettes 13270 Fos-sur-Mer,"0.28394386613386613","0.28189363636363635",street,13039_7448,,Allee des Rainettes,Allee des Rainettes,"13270",Fos-sur-Mer,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13039",,,,ok,3033.500402838859372,Non,Non Seveso,"1","190",855935.950831037713215,6264094.062094303779304
IMERYS Aluminates (ex Kerneos),DREAL PACA,UD 13,PA'le Chronique Risque,"13270",Usine de Fos sur Mer BP 20001,FOS-SUR-MER,FOS-SUR-MER,"13039","6401040",43.463433000000002,4.930268000000000,Chemin de Mery 13270 Fos-sur-Mer,"0.329318710359408","0.3269009090909091",street,13039_5600,,Chemin de Mery,Chemin de Mery,"13270",Fos-sur-Mer,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13039",,,,ok,4967.912730588795966,Oui,Non Seveso,"2","195",856261.541486252448522,6264614.018247571773827
INVEHO UFF (exFERIFOS),DREAL PACA,UD 13,PA'le Chronique Risque,"13270",Zone du Ventillon,FOS-SUR-MER,FOS-SUR-MER,"13039","6401031",43.480296000000003,4.924200000000000,ZI du Ventillon 13270 Fos-sur-Mer,"0.4749186147186147","0.4665458722358722",locality,13039_9276,,ZI du Ventillon,,"13270",Fos-sur-Mer,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13039",,,,ok,797.530165601783438,Non,Non Seveso,"3","188",855724.744201575871557,6266475.800800001248717
IVANHOE LOGISTIQUE FOS,DREAL PACA,UD 13,PA'le Chronique Risque,"13270",ZONE INDUSTRIEL DE LA FEUILLANE ADEO CONTINENTAL GRAND FOS,FOS-SUR-MER,FOS-SUR-MER,"13039","6413148",43.472793000000003,4.891925000000000,Zone Industrielle la Feuillane 13270 Fos-sur-Mer,"0.4379411835334477",,street,13039_o4jpcb,,Zone Industrielle la Feuillane,Zone Industrielle la Feuillane,"13270",Fos-sur-Mer,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13039",,,,ok,244.903471370049573,Non,Seveso seuil bas,"3","165",853133.224900788743980,6265578.964937807060778
JEAN LEFEBVRE FOS,DREAL PACA,UD 13,PA'le DA(c)chet MatA(c)riau,"13270",Caban Sud  Port MinA(c)ralier ZI Fos sur mer,FOS-SUR-MER,FOS-SUR-MER,"13039","6410834",43.420116999999998,4.860218000000000,Route du Quai Mineralier 13270 Fos-sur-Mer,"0.33846086956521737",,locality,13039_7444,,Route du Quai Mineralier,,"13270",Fos-sur-Mer,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13039",,,,ok,374.616747283066388,Oui,Non Seveso,"7","130",850705.247841100906953,6259664.550376168452203
KEM ONE Fos sur Mer,DREAL PACA,UD 13,PA'le Seveso,"13270",Carrefour du Caban BP NAdeg 60 111,FOS-SUR-MER,FOS-SUR-MER,"13039","6400990",43.460900000000002,4.932762000000000,Chemin du Merle 13270 Fos-sur-Mer,"0.3428692461197339","0.33790815937149266",street,13039_5550,,Chemin du Merle,Chemin du Merle,"13270",Fos-sur-Mer,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13039",,,,ok,922.213011182689911,Oui,Seveso seuil haut,"1","198",856470.289391383994371,6264337.495414437726140
LAFARGE CIMENTS,DREAL PACA,UD 13,PA'le DA(c)chet MatA(c)riau,"13270",Secteur Gouleveille - Darse nAdeg 1 Terminal MinA(c)ralier,FOS-SUR-MER,FOS-SUR-MER,"13039","6401016",43.420116999999998,4.860218000000000,Route du Quai Mineralier 13270 Fos-sur-Mer,"0.3329272727272727","0.32131940038684714",locality,13039_7444,,Route du Quai Mineralier,,"13270",Fos-sur-Mer,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13039",,,,ok,613.750742415533864,Non,Non Seveso,"7","130",850705.247841100906953,6259664.550376168452203
LINDE France Fos-sur-Mer,DREAL PACA,UD 13,PA'le Chronique Risque,"13270",Route de Port-Saint-Louis-du-RhA'ne Le Caban,FOS-SUR-MER,FOS-SUR-MER,"13039","6400972",43.437243000000002,4.835345000000000,N de Port St Louis 13270 Fos-sur-Mer,"0.37798656126482205","0.3166393939393939",locality,13039_5721,,N de Port St Louis,,"13270",Fos-sur-Mer,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13039",,,,ok,157.169712202598760,Non,Non Seveso,"1","110",848646.288920359918848,6261520.502739666029811
LYONDELL,DREAL PACA,UD 13,PA'le Seveso,"13270",Route du Quai Mineralier BP 201,FOS-SUR-MER,FOS-SUR-MER,"13039","6400997",43.420116999999998,4.860218000000000,Route du Quai Mineralier 13270 Fos-sur-Mer,"0.6336487734487735",,locality,13039_7444,,Route du Quai Mineralier,,"13270",Fos-sur-Mer,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13039",,,,ok,1402.569182783927999,Oui,Seveso seuil haut,"7","130",850705.247841100906953,6259664.550376168452203
MAISONS DU MONDE Fos,DREAL PACA,UD 13,PA'le Chronique Risque,"13270",Zone de la Feuillane,FOS-SUR-MER,FOS-SUR-MER,"13039","6407064",43.472793000000003,4.891925000000000,Zone Industrielle la Feuillane 13270 Fos-sur-Mer,"0.5065518181818182",,street,13039_o4jpcb,,Zone Industrielle la Feuillane,Zone Industrielle la Feuillane,"13270",Fos-sur-Mer,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13039",,,,ok,808.399457165220269,Non,Non Seveso,"3","165",853133.224900788743980,6265578.964937807060778
DECHETERIE DE FOS,DREAL PACA,UD 13,PA'le DA(c)chet MatA(c)riau,"13270",Quartier du Mazet,FOS-SUR-MER,FOS-SUR-MER,"13039","6409529",43.462913999999998,4.944457000000000,Chemin du Mazet 13270 Fos-sur-Mer,"0.4610835483870967","0.4294995529061102",street,13039_5460,,Chemin du Mazet,Chemin du Mazet,"13270",Fos-sur-Mer,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13039",,,,ok,821.559071286979020,Non,Non Seveso,"1","215",857411.376764423446730,6264584.530622799880803
NENUPHAR,DREAL PACA,UD 13,Equipe Martigues,"13270",Site de STOCKFOS Zone Industrialo-Portuaire - Darse 1,FOS-SUR-MER,FOS-SUR-MER,"13039","6410746",43.480884000000003,4.925866000000000,Zone Industrielle le Ventillon 13270 Fos-sur-Mer,"0.35813380506091846","0.348852374768089",street,13039_98wc35,,Zone Industrielle le Ventillon,Zone Industrielle le Ventillon,"13270",Fos-sur-Mer,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13039",,,,ok,8939.049824238243673,Non,Non Seveso,"4","189",855857.952347058570012,6266544.424355390481651
ORTEC 2 Parcs A  fA>>ts,DREAL PACA,UD 13,PA'le Seveso,"13270",site d'ArcelorMittal PrA(c) traitement des huiles - Parc A  fA>>ts,FOS-SUR-MER,FOS-SUR-MER,"13039","6402292",43.462969999999999,4.930825000000000,AllA(c)e du Clos du Parc 13270 Fos-sur-Mer,"0.2845229647829648","0.2716054864433811",street,13039_1085,,AllA(c)e du Clos du Parc,AllA(c)e du Clos du Parc,"13270",Fos-sur-Mer,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13039",,,,ok,2980.996735281214114,Non,Non Seveso,"1","196",856307.881750642205589,6264563.673122009262443
ORTEC 1 Stations PdC-VE,DREAL PACA,UD 13,PA'le Seveso,"13270",Site d'ArcelorMittal Transit DIB - DIS,FOS-SUR-MER,FOS-SUR-MER,"13039","6401395",43.481952000000000,4.936291000000000,Piste du Groupe 1 13270 Fos-sur-Mer,"0.2890537549407114",,locality,13039_B092,,Piste du Groupe 1,,"13270",Fos-sur-Mer,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13039",,,,ok,6893.800565766399814,Non,Non Seveso,"1","203",856698.555420791613869,6266683.729207665659487
ORTEC INDUSTRIE FOS MER,DREAL PACA,UD 13,PA'le DA(c)chet MatA(c)riau,"13270",145 route du Guigonnet,FOS-SUR-MER,FOS-SUR-MER,"13039","6407718",43.448700000000002,4.932771000000000,145 Route du Guigonnet 13270 Fos-sur-Mer,"0.567848537549407","0.43573265356265356",housenumber,13039_3301_00145,"145",145 Route du Guigonnet,Route du Guigonnet,"13270",Fos-sur-Mer,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13039",,,,ok,22797.237667527704616,Oui,Non Seveso,"1","199",856504.206720885471441,6262981.868342332541943
RTDH,DREAL PACA,UD 13,PA'le DA(c)chet MatA(c)riau,"13270",PORT PETROLIER DE FOS TOUR VIGIE,FOS-SUR-MER,FOS-SUR-MER,"13039","6401006",43.426738999999998,4.899444000000000,Route de la Tour de Vigie 13270 Fos-sur-Mer,"0.45760259740259734","0.4029807486631015",locality,13039_8481,,Route de la Tour de Vigie,,"13270",Fos-sur-Mer,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13039",,,,ok,668.557620053083724,Oui,Seveso seuil bas,"1","179",853864.824651142000221,6260476.055840835906565
SOBIB,DREAL PACA,UD 13,PA'le Seveso,"13270",Zone portuaire de Fos - Cavaou,FOS-SUR-MER,FOS-SUR-MER,"13039","6413666",43.425973999999997,4.895061000000000,Le Cavaou 13270 Fos-sur-Mer,"0.4357113479623824",,street,13039_sho3aj,,Le Cavaou,Le Cavaou,"13270",Fos-sur-Mer,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13039",,,,ok,709.308728062255341,Non,Non Seveso,"2","171",853511.887696386198513,6260382.516695489175618
SPSE,DREAL PACA,UD 13,PA'le Seveso,"13270","La FenouillA""re Route d'Arles - BP 14",FOS-SUR-MER,FOS-SUR-MER,"13039","6401046",43.462837999999998,4.926469000000000,"Chemin de la FenouillA""re 13270 Fos-sur-Mer","0.5060714756258234","0.4918890615835777",street,13039_2600,,"Chemin de la FenouillA""re","Chemin de la FenouillA""re","13270",Fos-sur-Mer,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13039",,,,ok,653.555438615574417,Non,Seveso seuil haut,"1","191",855955.674377129646018,6264540.392476892098784
SOLAMAT MEREX FOS,DREAL PACA,UD 13,PA'le DA(c)chet MatA(c)riau,"13270",Route du Quai MinA(c)ralier,FOS-SUR-MER,FOS-SUR-MER,"13039","6400998",43.420116999999998,4.860218000000000,Route du Quai Mineralier 13270 Fos-sur-Mer,"0.6154447552447552",,locality,13039_7444,,Route du Quai Mineralier,,"13270",Fos-sur-Mer,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13039",,,,ok,87.170554600645687,Oui,Seveso seuil haut,"7","130",850705.247841100906953,6259664.550376168452203
GIE STOCKAGE TERMINAL DE LA CRAU,DREAL PACA,UD 13,PA'le Seveso,"13270",Secteur 823,FOS-SUR-MER,FOS-SUR-MER,"13039","6401055",43.452578000000003,4.934198000000000,"Rue de la PalombiA""re 13270 Fos-sur-Mer","0.3921736842105263","0.38477214452214453",street,13039_6625,,"Rue de la PalombiA""re","Rue de la PalombiA""re","13270",Fos-sur-Mer,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13039",,,,ok,2036.702985356597765,Non,Seveso seuil haut,"1","201",856609.175996200414374,6263415.616121507249773
STOCKFOS (Charbons & minerais) Fos,DREAL PACA,UD 13,PA'le Chronique Risque,"13270",Site Terminal MinA(c)ralier de Fos Secteur CABAN sud,FOS-SUR-MER,FOS-SUR-MER,"13039","6403236",43.420116999999998,4.860218000000000,Route du Quai Mineralier 13270 Fos-sur-Mer,"0.3017584415584415",,locality,13039_7444,,Route du Quai Mineralier,,"13270",Fos-sur-Mer,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13039",,,,ok,1408.084984346829742,Non,Non Seveso,"7","130",850705.247841100906953,6259664.550376168452203
VICAT (exCAPVRACS),DREAL PACA,UD 13,PA'le DA(c)chet MatA(c)riau,"13270",Caban Sud - ZI,FOS-SUR-MER,FOS-SUR-MER,"13039","6404830",43.480296000000003,4.924200000000000,ZI du Ventillon 13270 Fos-sur-Mer,"0.32610909090909085","0.2540265656565656",locality,13039_9276,,ZI du Ventillon,,"13270",Fos-sur-Mer,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13039",,,,ok,7906.806268965601703,Non,Non Seveso,"3","188",855724.744201575871557,6266475.800800001248717
CARRIERE CEMEX GRANULATS - FrA(c)jus,DREAL PACA,UD 83,"PA'le CarriA""res - dA(c)chets","83370",Carriere du Pont du DUC,FREJUS,FREJUS,"83061","6400237",43.375895000000000,6.713146000000000,Avenue du GRAND BOUCHAREL 83370 FrA(c)jus,"0.31427524312896404","0.31301221248630884",street,83061_1053,,Avenue du GRAND BOUCHAREL,Avenue du GRAND BOUCHAREL,"83370",FrA(c)jus,"83, Var, Provence-Alpes-CA'te d'Azur","83061",,,,ok,11836.577860015167971,Non,Non Seveso,"1","1138",1000967.925845157355070,6260051.424297184683383
CENTRALE ECOPOLE bA(c)ton et enrobA(c)s,DREAL PACA,UD 83,"PA'le CarriA""res - dA(c)chets","83600",ZAC du Capitou Lieu dit La Source,FREJUS,FREJUS,"83061","6411313",43.482038000000003,6.733918000000000,Avenue du CAPITOU DE L' ESTEREL 83600 FrA(c)jus,"0.33468940955951265","0.28591724208375896",street,83061_0434,,Avenue du CAPITOU DE L' ESTEREL,Avenue du CAPITOU DE L' ESTEREL,"83600",FrA(c)jus,"83, Var, Provence-Alpes-CA'te d'Azur","83061",,,,ok,1484.718255230039858,Non,Non Seveso,"2","1148",1002092.645676371990703,6271915.833814686164260
ESTEREL TERRASSEMENT ENVIRONNEMENT BOZON,DREAL PACA,UD 83,"PA'le CarriA""res - dA(c)chets","83600",Lieu dit Bozon 5320 Route de Malpasset,FREJUS,FREJUS,"83061","6412396",43.489691000000001,6.742903000000000,5320 Route Departementale 37 (ROUTE DE MALPASSET) 83600 FrA(c)jus,"0.4065127031375703",,housenumber,83061_1412_05320,"5320",5320 Route Departementale 37 (ROUTE DE MALPASSET),Route Departementale 37 (ROUTE DE MALPASSET),"83600",FrA(c)jus,"83, Var, Provence-Alpes-CA'te d'Azur","83061",,,,ok,35.975983392859384,Non,Non Seveso,"1","1153",1002778.727848935988732,6272799.919295769184828
ISDI illA(c)gale MANI TP,DREAL PACA,UD 83,"PA'le CarriA""res - dA(c)chets","83370",Lieu dit le Bouisset parcelle BR0168-BR0186,FREJUS,FREJUS,"83061","6413791",43.376094000000002,6.718180000000000,Impasse FOLLE BRISE 83370 FrA(c)jus,"0.28443932067932065","0.27665640591966173",street,83061_0843,,Impasse FOLLE BRISE,Impasse FOLLE BRISE,"83370",FrA(c)jus,"83, Var, Provence-Alpes-CA'te d'Azur","83061",,,,ok,7683.048254665939567,Non,Non Seveso,"1","1142",1001374.612557908054441,6260092.720511808060110
PARC ZOOLOGIQUE DE FREJUS,DDPP 83,PAE 83,PAE,"83600",240  rue Hubert MASQUEFA Le Capitou,FREJUS,FREJUS,"83061","6411493",43.474165999999997,6.734204000000000,240 Rue Hubert MASQUEFA 83600 FrA(c)jus,"0.4635072261072261","0.3302071146245059",housenumber,83061_1456_00240,"240",240 Rue Hubert MASQUEFA,Rue Hubert MASQUEFA,"83600",FrA(c)jus,"83, Var, Provence-Alpes-CA'te d'Azur","83061",,,,ok,175.848803491180973,Non,Non Seveso,"1","1149",1002157.130004501203075,6271042.934659415856004
RECUP AGRIAUTO,DREAL PACA,UD 83,"PA'le CarriA""res - dA(c)chets","83370",- Quartier du Colombier,FREJUS,FREJUS,"83061","6401932",43.422491000000001,6.749322000000000,Passage du QUARTIER LATIN 83600 FrA(c)jus,"0.3458323451910408","0.33046181818181813",street,83061_1727,,Passage du QUARTIER LATIN,Passage du QUARTIER LATIN,"83600",FrA(c)jus,"83, Var, Provence-Alpes-CA'te d'Azur","83061",,,,ok,4497.126032943951031,Non,Non Seveso,"1","1155",1003652.127820383990183,6265363.582737805321813
RECUP RECUPA PIECES AUTO,DREAL PACA,UD 83,"PA'le CarriA""res - dA(c)chets","83370",ZI La Palud,FREJUS,FREJUS,"83061","6401919",43.383859000000001,6.712221000000000,Avenue Pierre LAUGIER 83370 FrA(c)jus,"0.3151061497326203","0.30045842712842713",street,83061_1601,,Avenue Pierre LAUGIER,Avenue Pierre LAUGIER,"83370",FrA(c)jus,"83, Var, Provence-Alpes-CA'te d'Azur","83061",,,,ok,6281.973000027043781,Non,Non Seveso,"1","1137",1000851.402493684785441,6260932.182517030276358
MARINA AUTO PIECE,DREAL PACA,UD 83,"PA'le CarriA""res - dA(c)chets","83370",453 RUE ALBERT Einstein,FREJUS,FREJUS,"83061","6406590",43.442815000000003,6.715539000000000,453 Rue Albert EINSTEIN 83600 FrA(c)jus,"0.5317618475073314","0.399126129032258",housenumber,83061_0775_00453,"453",453 Rue Albert EINSTEIN,Rue Albert EINSTEIN,"83600",FrA(c)jus,"83, Var, Provence-Alpes-CA'te d'Azur","83061",,,,ok,5.140372048221170,Non,Non Seveso,"1","1141",1000811.859797699144110,6267490.838228492066264
QUAI TRANSIT+DECHETERIE-PROPOLYS-FREJUS,DREAL PACA,UD 83,"PA'le CarriA""res - dA(c)chets","83370",Quartier  la Palissade,FREJUS,FREJUS,"83061","6406273",43.421275999999999,6.715118000000000,Chemin Rural NAdeg9 dit de la PALISSADE 83600 FrA(c)jus,"0.3347957300275482","0.31488844155844153",street,83061_wg35fz,,Chemin Rural NAdeg9 dit de la PALISSADE,Chemin Rural NAdeg9 dit de la PALISSADE,"83600",FrA(c)jus,"83, Var, Provence-Alpes-CA'te d'Azur","83061",,,,ok,341.326553642845852,Non,Non Seveso,"1","1140",1000890.401180250220932,6265097.746755219064653
CONCASSAGE VAR MATERIAUX ex FERRO,DREAL PACA,UD 83,"PA'le CarriA""res - dA(c)chets","83370","5320 RD37 route de Malpasset  Quartier  la bouteillA""re",FREJUS,FREJUS,"83061","6410362",43.467579999999998,6.744145000000000,Route Departementale 37 (ROUTE DE MALPASSET) 83600 FrA(c)jus,"0.36874186440677964","0.2967944497607655",street,83061_1412,,Route Departementale 37 (ROUTE DE MALPASSET),Route Departementale 37 (ROUTE DE MALPASSET),"83600",FrA(c)jus,"83, Var, Provence-Alpes-CA'te d'Azur","83061",,,,ok,2503.325304857191441,Non,Non Seveso,"2","1154",1002995.612376943696290,6270349.811462821438909
CONCASSAGE RBTP-Frejus,DREAL PACA,UD 83,"PA'le CarriA""res - dA(c)chets","83600",lieu dit  Les esclapes,FREJUS,FREJUS,"83061","6410325",43.440995999999998,6.708281000000000,Avenue des ESCLAPES 83600 FrA(c)jus,"0.38205732620320854",,street,83061_0801,,Avenue des ESCLAPES,Avenue des ESCLAPES,"83600",FrA(c)jus,"83, Var, Provence-Alpes-CA'te d'Azur","83061",,,,ok,160.676246931120119,Non,Non Seveso,"1","1136",1000234.172762076254003,6267261.251476538367569
SOFOVAR 3,DREAL PACA,UD 83,"PA'le CarriA""res - dA(c)chets","83600",150 allA(c)e Eugene Freyssinet FREJUS,FREJUS,FREJUS,"83061","6411248",43.470218000000003,6.723924000000000,"150 AllA(c)e EugA""ne FREYSSINET 83600 FrA(c)jus","0.625374780058651",,housenumber,83061_0887_00150,"150","150 AllA(c)e EugA""ne FREYSSINET","AllA(c)e EugA""ne FREYSSINET","83600",FrA(c)jus,"83, Var, Provence-Alpes-CA'te d'Azur","83061",,,,ok,188.594227074260289,Non,Non Seveso,"1","1146",1001346.617840044316836,6270565.317836285568774
SOFOVAR Site 4,DREAL PACA,UD 83,"PA'le CarriA""res - dA(c)chets","83600",ZI du Capitou nord,FREJUS,FREJUS,"83061","6413536",43.482038000000003,6.733918000000000,Avenue du CAPITOU DE L' ESTEREL 83600 FrA(c)jus,"0.387751871657754","0.3145343526170799",street,83061_0434,,Avenue du CAPITOU DE L' ESTEREL,Avenue du CAPITOU DE L' ESTEREL,"83600",FrA(c)jus,"83, Var, Provence-Alpes-CA'te d'Azur","83061",,,,ok,1395.776715924133896,Non,Non Seveso,"2","1148",1002092.645676371990703,6271915.833814686164260
SOFOVAR - Site 1 (85),DREAL PACA,UD 83,"PA'le CarriA""res - dA(c)chets","83370",85 avenue louis LA(c)pine ZI du Capitou,FREJUS,FREJUS,"83061","6401918",43.469911000000003,6.736476000000000,85 Avenue Louis LEPINE 83600 FrA(c)jus,"0.4346921212121212","0.3588227272727273",housenumber,83061_1381_00085,"85",85 Avenue Louis LEPINE,Avenue Louis LEPINE,"83600",FrA(c)jus,"83, Var, Provence-Alpes-CA'te d'Azur","83061",,,,ok,28.899071913485809,Non,Non Seveso,"1","1151",1002363.205355219659396,6270579.216041819192469
SOFOVAR - Site 2 (126),DREAL PACA,UD 83,"PA'le CarriA""res - dA(c)chets","83370",126 rue louis LA(c)pine ZI du Capitou,FREJUS,FREJUS,"83061","6402909",43.469544999999997,6.736130000000000,126 Avenue Louis LEPINE 83600 FrA(c)jus,"0.36963650172612195","0.305848125701459",housenumber,83061_1381_00126,"126",126 Avenue Louis LEPINE,Avenue Louis LEPINE,"83600",FrA(c)jus,"83, Var, Provence-Alpes-CA'te d'Azur","83061",,,,ok,2474.505342341461528,Oui,Non Seveso,"1","1150",1002337.151351116364822,6270537.255637141875923
